num_of_rooms,city,year,quarter,district,num_of_transactions,avg_price
2.5-3,Ramat Gan,2022,4,Center,154,2324.1
3.5-4,Ramat Gan,2022,4,Center,118,2722.3
4.5-5,Ramat Gan,2022,4,Center,60,4340
5.5-6,Ramat Gan,2022,4,Center,3,-
1-2,Ramat Gan,2023,1,Center,56,1817.4
2.5-3,Ramat Gan,2023,1,Center,135,2490
3.5-4,Ramat Gan,2023,1,Center,165,3240.2
4.5-5,Ramat Gan,2023,1,Center,129,4074.3
5.5-6,Ramat Gan,2023,1,Center,12,6707.3
1-2,Ramat Gan,2023,2,Center,27,1558.1
2.5-3,Ramat Gan,2023,2,Center,105,2293.9
3.5-4,Ramat Gan,2023,2,Center,70,3091.9
4.5-5,Ramat Gan,2023,2,Center,42,3920.6
5.5-6,Ramat Gan,2023,2,Center,1,-
1-2,Ramat Gan,2023,3,Center,40,1873.4
2.5-3,Ramat Gan,2023,3,Center,138,2403.1
3.5-4,Ramat Gan,2023,3,Center,85,2942.3
4.5-5,Ramat Gan,2023,3,Center,79,4017.4
5.5-6,Ramat Gan,2023,3,Center,2,-
1-2,Ramat Gan,2023,4,Center,20,1755.7
2.5-3,Ramat Gan,2023,4,Center,72,2372.2
3.5-4,Ramat Gan,2023,4,Center,74,3062.6
4.5-5,Ramat Gan,2023,4,Center,59,3908
5.5-6,Ramat Gan,2023,4,Center,0,-
1-2,Tel Aviv,2019,1,Tel Aviv,158,1943
2.5-3,Tel Aviv,2019,1,Tel Aviv,339,2422
3.5-4,Tel Aviv,2019,1,Tel Aviv,222,3315.2
4.5-5,Tel Aviv,2019,1,Tel Aviv,115,4357.1
5.5-6,Tel Aviv,2019,1,Tel Aviv,13,5034.4
1-2,Tel Aviv,2019,2,Tel Aviv,190,1787.8
2.5-3,Tel Aviv,2019,2,Tel Aviv,376,2485.9
3.5-4,Tel Aviv,2019,2,Tel Aviv,247,3469.8
4.5-5,Tel Aviv,2019,2,Tel Aviv,106,4498
5.5-6,Tel Aviv,2019,2,Tel Aviv,12,7237.2
1-2,Tel Aviv,2019,3,Tel Aviv,190,1896.5
2.5-3,Tel Aviv,2019,3,Tel Aviv,381,2513.8
3.5-4,Tel Aviv,2019,3,Tel Aviv,264,3198
4.5-5,Tel Aviv,2019,3,Tel Aviv,104,4127.9
5.5-6,Tel Aviv,2019,3,Tel Aviv,10,6318.8
1-2,Tel Aviv,2019,4,Tel Aviv,157,2005
2.5-3,Tel Aviv,2019,4,Tel Aviv,422,2640.7
3.5-4,Tel Aviv,2019,4,Tel Aviv,220,3144.4
4.5-5,Tel Aviv,2019,4,Tel Aviv,82,4667.9
5.5-6,Tel Aviv,2019,4,Tel Aviv,15,6226.9
1-2,Tel Aviv,2020,1,Tel Aviv,203,2078.9
2.5-3,Tel Aviv,2020,1,Tel Aviv,481,2678.4
3.5-4,Tel Aviv,2020,1,Tel Aviv,320,3389.1
4.5-5,Tel Aviv,2020,1,Tel Aviv,110,4697.4
5.5-6,Tel Aviv,2020,1,Tel Aviv,10,5358
1-2,Tel Aviv,2020,2,Tel Aviv,87,2035.7
2.5-3,Tel Aviv,2020,2,Tel Aviv,188,2588
3.5-4,Tel Aviv,2020,2,Tel Aviv,126,3298.8
4.5-5,Tel Aviv,2020,2,Tel Aviv,44,4017.6
5.5-6,Tel Aviv,2020,2,Tel Aviv,1,-
1-2,Tel Aviv,2020,3,Tel Aviv,128,2140
2.5-3,Tel Aviv,2020,3,Tel Aviv,311,2632.2
3.5-4,Tel Aviv,2020,3,Tel Aviv,200,3676
4.5-5,Tel Aviv,2020,3,Tel Aviv,98,4977.6
5.5-6,Tel Aviv,2020,3,Tel Aviv,12,6995.8
1-2,Tel Aviv,2020,4,Tel Aviv,117,2101.2
2.5-3,Tel Aviv,2020,4,Tel Aviv,268,2676.3
3.5-4,Tel Aviv,2020,4,Tel Aviv,169,3660.2
4.5-5,Tel Aviv,2020,4,Tel Aviv,62,4960.9
5.5-6,Tel Aviv,2020,4,Tel Aviv,6,7228.7
1-2,Tel Aviv,2021,1,Tel Aviv,211,2165.8
2.5-3,Tel Aviv,2021,1,Tel Aviv,415,2848.7
3.5-4,Tel Aviv,2021,1,Tel Aviv,331,3741.9
4.5-5,Tel Aviv,2021,1,Tel Aviv,168,4725.4
5.5-6,Tel Aviv,2021,1,Tel Aviv,7,6741.6
1-2,Tel Aviv,2021,2,Tel Aviv,188,2388
2.5-3,Tel Aviv,2021,2,Tel Aviv,295,2999.2
3.5-4,Tel Aviv,2021,2,Tel Aviv,222,4120.4
4.5-5,Tel Aviv,2021,2,Tel Aviv,98,4878.2
5.5-6,Tel Aviv,2021,2,Tel Aviv,6,6196.8
1-2,Tel Aviv,2021,3,Tel Aviv,134,2415.6
2.5-3,Tel Aviv,2021,3,Tel Aviv,291,2991.4
3.5-4,Tel Aviv,2021,3,Tel Aviv,236,3940.8
4.5-5,Tel Aviv,2021,3,Tel Aviv,97,5132.3
5.5-6,Tel Aviv,2021,3,Tel Aviv,4,-
1-2,Tel Aviv,2021,4,Tel Aviv,155,2519.2
2.5-3,Tel Aviv,2021,4,Tel Aviv,309,3356.7
3.5-4,Tel Aviv,2021,4,Tel Aviv,223,4376.7
4.5-5,Tel Aviv,2021,4,Tel Aviv,88,5526.5
5.5-6,Tel Aviv,2021,4,Tel Aviv,11,5478.8
1-2,Tel Aviv,2022,1,Tel Aviv,120,2660.2
2.5-3,Tel Aviv,2022,1,Tel Aviv,251,3381
3.5-4,Tel Aviv,2022,1,Tel Aviv,213,4544.8
4.5-5,Tel Aviv,2022,1,Tel Aviv,71,5521.2
5.5-6,Tel Aviv,2022,1,Tel Aviv,7,7272.3
1-2,Tel Aviv,2022,2,Tel Aviv,143,2923.3
2.5-3,Tel Aviv,2022,2,Tel Aviv,187,3651.7
3.5-4,Tel Aviv,2022,2,Tel Aviv,192,4763.3
4.5-5,Tel Aviv,2022,2,Tel Aviv,71,5741.9
5.5-6,Tel Aviv,2022,2,Tel Aviv,1,-
1-2,Tel Aviv,2022,3,Tel Aviv,114,2883
2.5-3,Tel Aviv,2022,3,Tel Aviv,202,3745.5
3.5-4,Tel Aviv,2022,3,Tel Aviv,210,4541.4
4.5-5,Tel Aviv,2022,3,Tel Aviv,89,5254.3
5.5-6,Tel Aviv,2022,3,Tel Aviv,2,-
1-2,Tel Aviv,2022,4,Tel Aviv,134,2900.3
2.5-3,Tel Aviv,2022,4,Tel Aviv,190,3559.7
3.5-4,Tel Aviv,2022,4,Tel Aviv,157,4618.2
4.5-5,Tel Aviv,2022,4,Tel Aviv,63,6140.1
5.5-6,Tel Aviv,2022,4,Tel Aviv,9,5633.9
1-2,Tel Aviv,2023,1,Tel Aviv,124,2821.5
2.5-3,Tel Aviv,2023,1,Tel Aviv,195,3585.3
3.5-4,Tel Aviv,2023,1,Tel Aviv,139,4850.1
4.5-5,Tel Aviv,2023,1,Tel Aviv,73,6414.1
5.5-6,Tel Aviv,2023,1,Tel Aviv,3,-
1-2,Tel Aviv,2023,2,Tel Aviv,114,2621.5
2.5-3,Tel Aviv,2023,2,Tel Aviv,211,3622.4
3.5-4,Tel Aviv,2023,2,Tel Aviv,145,5142.8
4.5-5,Tel Aviv,2023,2,Tel Aviv,66,6719.1
5.5-6,Tel Aviv,2023,2,Tel Aviv,5,-
1-2,Tel Aviv,2023,3,Tel Aviv,168,2882.5
2.5-3,Tel Aviv,2023,3,Tel Aviv,270,3659.5
3.5-4,Tel Aviv,2023,3,Tel Aviv,165,4869.2
4.5-5,Tel Aviv,2023,3,Tel Aviv,62,6360
5.5-6,Tel Aviv,2023,3,Tel Aviv,10,8150.5
1-2,Tel Aviv,2023,4,Tel Aviv,93,2613
2.5-3,Tel Aviv,2023,4,Tel Aviv,135,3747.1
3.5-4,Tel Aviv,2023,4,Tel Aviv,113,4430.6
4.5-5,Tel Aviv,2023,4,Tel Aviv,24,6717.9
5.5-6,Tel Aviv,2023,4,Tel Aviv,5,-
